,UserName,Timestamp,Embedded_text,scores,sentiment_score,overall_sentiment
127,@KreatelyMedia,2023-01-09T05:19:35.000Z,"#BreakingNews

आख़िरकार जाग गई सरकार!

#Joshimath area has been declared disaster-prone. 2 teams of Central govt are arriving. Construction activities have been banned in Joshimath & nearby areas. Dry ration kits are being distributed to affected people: Chamoli DM
2
58
215
3,480","{'neg': 0.114, 'neu': 0.886, 'pos': 0.0, 'compound': -0.5983}",-0.5983,neg
128,@Vaibhav04563161,2023-01-09T07:37:21.000Z,"When Dia Mirza claiming Dams are responsible to Uttarakhand tragedy 
People Troll her badly...

#JoshimathIsSinking 
 #Joshimath
2
260","{'neg': 0.203, 'neu': 0.691, 'pos': 0.106, 'compound': -0.4767}",-0.4767,neg
129,@chulbul1965,2023-01-09T04:18:06.000Z,"Unplanned Development conducted by PM Modi has led to the disaster in #Joshimath.
Economic Times
@EconomicTimes
·
6 Jan
#Joshimath land subsidence | We conducted a survey where new cracks have developed, some hotels have tilted, new water sources have emerged in some places: Ranjit Sinha, Secretary, Disaster Management

(ANI)

 Catch the day's latest news ➠ https://bit.ly/3X91k4F
Show this thread
4
156","{'neg': 0.132, 'neu': 0.868, 'pos': 0.0, 'compound': -0.8481}",-0.8481,neg
130,@careers360,2023-01-09T13:19:40.000Z,"#JoshimathSinking: IIT Ropar researchers predicted surface displacement in 2021, claims institute 
@iitrpr
 #Joshimath #JoshimathSubsidence #Joshimathcrisis 
#JoshimathLandslide 

https://news.careers360.com/joshimath-sinking-news-iit-ropar-researchers-predicted-surface-displacement-in-2021-claims-institute…
3
13
1,497","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
131,@guwahatiplus,2023-01-09T16:39:13.000Z,"Himalayan town of #Joshimath is on the verge of sinking. 

Hundreds of residents were evacuated from Uttarakhand town after their houses developed huge cracks due to numerous land subsidence. Here's what happened! 

#Uttarakhand
1:59
393 views
11
822","{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.3802}",0.3802,pos
132,@BiharCrazy,2023-01-09T07:37:25.000Z,"Don't play with NATURE otherwise nature totally Fuck You 
#Joshimath
81","{'neg': 0.393, 'neu': 0.607, 'pos': 0.0, 'compound': -0.7031}",-0.7031,neg
133,@eOrganiser,2023-01-09T10:12:55.000Z,"#Joshimath crisis: PIL filed in Supreme Court over landslide-subsidence
organiser.org
Joshimath crisis: PIL filed in Supreme Court over landslide-subsidence
Jagatguru Shankaracharya Jyotirmath Jyotishpeethadheeshwar Swami Avimukteshwaranand Saraswati approached the Supreme Court on January 7 through a Public
3
14
947","{'neg': 0.164, 'neu': 0.62, 'pos': 0.216, 'compound': 0.3818}",0.3818,pos
134,@CNNnews18,2023-01-09T05:51:11.000Z,"""Top priority is to keep the residents safe"": Uttarakhand CM Pushkar Dhami on #JoshimathCrisis;
@nikhil_lakhwani
 with reports live on current situation 
@toyasingh
 | #Joshimath #JoshimathIsSinking #JoshimathSubsidence #JoshimathCrisis
5
3
1,824","{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.2023}",0.2023,pos
135,@BDUTT,2023-01-09T16:40:20.000Z,"""The Himalayas are not a Greater Kailash Parking Lot"" - 
@sunitanar
 on the one-size-fits-all growth model that led to #Joshimath sinking. ""Not against all hydro-power projects but Tapovan Vishnugad project must be stopped."" Full interview 
@themojostory
 https://youtube.com/watch?v=BzSRgQ_rv04…
9:59
9,783 views
5
35
105
31.4K","{'neg': 0.037, 'neu': 0.921, 'pos': 0.042, 'compound': 0.0631}",0.0631,pos
136,@jkmediasocial,2023-01-09T08:30:30.000Z,"First two buildings to dismantled by the Chamoli district administration in Joshimath town which is sinking ever moment. These two hotels lying on main road of the city have allegedly risked the existence of many buildings downwards

#Joshimath #JoshimathIsSinking
1
2
715","{'neg': 0.122, 'neu': 0.878, 'pos': 0.0, 'compound': -0.6486}",-0.6486,neg
137,@BDUTT,2023-01-09T16:40:20.000Z,"""The Himalayas are not a Greater Kailash Parking Lot"" - 
@sunitanar
 on the one-size-fits-all growth model that led to #Joshimath sinking. ""Not against all hydro-power projects but Tapovan Vishnugad project must be stopped."" Full interview 
@themojostory
 https://youtube.com/watch?v=BzSRgQ_rv04…
9,783 views
0:02 / 9:59
5
35
105
31.4K","{'neg': 0.036, 'neu': 0.923, 'pos': 0.042, 'compound': 0.0631}",0.0631,pos
138,@jkmediasocial,2023-01-09T08:30:30.000Z,"First two buildings to dismantled by the Chamoli district administration in Joshimath town which is sinking ever moment. These two hotels lying on main road of the city have allegedly risked the existence of many buildings downwards

#Joshimath #JoshimathIsSinking
0:21
356 views
1
2
715","{'neg': 0.114, 'neu': 0.886, 'pos': 0.0, 'compound': -0.6486}",-0.6486,neg
139,@ISBedu,2023-01-09T09:32:19.000Z,"Writing in 
@TOIIndiaNews
, 
@AnjalPrakash
, Research Director, 
@BIPP_ISB
, highlights how authorities overlooked decades of studies warning of Joshimath’s geological stress with power and road projects.  

Read more here: https://tinyurl.com/2p96batd

#ISB #Joshimath #ISBFaculty
5
6
1,241","{'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': -0.6486}",-0.6486,neg
140,@otvnews,2023-01-09T15:08:00.000Z,"Watch: OTV's exclusive coverage from Joshimath 

#Joshimath #Uttarakhand
4
28
3,716","{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.128}",0.128,pos
141,@airnewsalerts,2023-01-09T14:51:12.000Z,"Central team of Jal Shakti Ministry have reached #Joshimath. Mr Abhishek Tripathi ADM, Chamoli has given this information.
7
30
3,521","{'neg': 0.0, 'neu': 0.931, 'pos': 0.069, 'compound': 0.1027}",0.1027,pos
142,@snigspeak,2023-01-09T13:19:13.000Z,"Now that a sinking #Joshimath has rekindled the debate around impacts of large hydro projects in the fragile Himalayan region, reposting my recent documentary on why the people in India’s northeast keep protesting #hydropower projects. 

Link here: https://youtu.be/zaI-pQmINZQ
1
45
85
10.8K","{'neg': 0.067, 'neu': 0.933, 'pos': 0.0, 'compound': -0.4215}",-0.4215,neg
143,@romolabutalia,2023-01-09T12:12:54.000Z,"#Joshimath #joshimathsinking ""There has been no lack of expert advice or warnings, it is just that these have been repeatedly ignored before the Joshimath disaster unfolded.""  Next question: Prevention of future disasters already warned, eg #Nainital
Joydeep Gupta
@joydeepgupta
·
9 Jan
Opinion: Joshimath, a disaster of ignored warnings https://thethirdpole.net/en/energy/joshimath-disaster-of-ignoring-risks-in-the-himalayas/… via @third_pole
1
2
8
438","{'neg': 0.407, 'neu': 0.593, 'pos': 0.0, 'compound': -0.9761}",-0.9761,neg
144,@htTweets,2023-01-09T00:00:31.000Z,"The #Uttarakhand government has declared #Joshimath’s all nine municipal wards as ‘disaster affected’ and ‘unsafe for living’ under the Disaster Management Act.

Read here: https://hindustantimes.com/cities/dehradun-news/uttarakhands-joshimath-declared-unsafe-for-living-after-land-subsidence-101673176657171.html…
5
40
103
17.9K","{'neg': 0.132, 'neu': 0.868, 'pos': 0.0, 'compound': -0.6249}",-0.6249,neg
145,@AreenaArora,2023-01-09T23:48:57.000Z,"Joshimath is one of India's most beautiful towns. It's sinking. Uncontrolled, unplanned infrastructure development can have devastating consequences. #Joshimath
Areena Arora
@AreenaArora
·
10 Jan
Many families in the affected area are finding it hard to sever their emotional ties with their homes and move out.

“I would prefer dying where I belong rather than going anywhere else. Where will I get the comfort of my own home.”

https://tribuneindia.com/news/nation/joshimath-subsidence-every-minute-important-but-many-residents-reluctant-to-leave-their-homes-468906…
2
2
6
899","{'neg': 0.12, 'neu': 0.773, 'pos': 0.107, 'compound': -0.0018}",-0.0018,neg
146,@theprobeindia,2023-01-09T17:15:21.000Z,"Joshimath Sinking: Multiple governments ignored warnings from scientists and geologists

https://theprobe.in/stories/joshimath-sinking-multiple-governments-ignored-warnings-from-scientists-and-geologists/…

#TheProbe #Joshimath #JoshimathIsSinking #Joshimathcrisis #joshimathsinking #JoshimathSubsidence #JoshimathLandslide #JoshimathTragedy #SaveJoshimath
theprobe.in
Joshimath Sinking: Multiple governments ignored warnings
Joshimath Sinking: The first warning regarding the Joshimath zone’s vulnerability came as far back as the late 1930s.
4
4
253","{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
147,@CNNnews18,2023-01-09T10:41:36.000Z,"#Joshimath, the sinking town: Poor drainage, reckless construction or NTPC Tunnel, what are the reason behind? Take a look at this ground report by 
@nikhil_lakhwani
 

Join the broadcast with 
@AnushaSoni23
5
7
1,950","{'neg': 0.166, 'neu': 0.771, 'pos': 0.063, 'compound': -0.5574}",-0.5574,neg
148,@otvnews,2023-01-09T11:42:03.000Z,"What Uttarakhand CM Pushkar Singh Dhami said on the current situation in Joshimath and the measures taken for safe evacuation of people; #WATCH 

#Joshimath #JoshimathIsSinking #Uttarakhand
19
2,684","{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.4404}",0.4404,pos
149,@iavantikaaa,2023-01-09T14:17:40.000Z,"What is happening in #Joshimath is extremely scary but it is the consequence of our own selfish deeds where we very consciously misuse & underestimate the power of nature.
1
5
249","{'neg': 0.269, 'neu': 0.731, 'pos': 0.0, 'compound': -0.8622}",-0.8622,neg
150,@NEXTIAS_Delhi,2023-01-09T13:32:28.000Z,"https://youtu.be/gIzjyML4ECA
Topic: Joshimath Declared Sinking Zone
Coverage:
-Why is Joshimath sinking?
-About Joshimath.
-Joshimath-Religious Significance .
-Joshimath Land Subsidence.

PDF: https://nextias.com/topic-of-day

#Joshimath #joshimathsinking #JoshimathSubsidence #Joshimathcrisis
3
532","{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.2732}",0.2732,pos
151,@DDNewslive,2023-01-09T05:15:30.000Z,"PMO holds high-level meeting to assess the land subsidence situation at  in #Uttarakhand. Watch report from #Joshimath
@neerajddnews
2:15
1,478 views
1
5
27
4,670","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
152,@Neeraj_S2022,2023-01-09T12:34:13.000Z,"One Sanyasi in UP is doing Gundagardi using Bulldozer, God is punishing sanyasis of Joshimath by sinking their abode in Uttarakhand.. 
#Joshimath #JoshimathIsSinking
@sophielouisecc
 @ReallySwara
 @deeptid45749083
Priyanka Hemanti Bhatt
@iPriyankaBhatt
·
8 Jan
My heart breaks to see people going through the pain of losing their home.. 
Video credit: @MinakshiKandwal
#JoshimathIsSinking #Joshimath #Uttarakhand
3
68","{'neg': 0.155, 'neu': 0.768, 'pos': 0.077, 'compound': -0.7003}",-0.7003,neg
153,@syedmohdmurtaza,2023-01-09T07:38:20.000Z,"Sit-In is the last tactic of nonviolent way of protest. Not just India's independence movement but even US witnessed them 1960s. The same was applied by anti-CAA Shaheeh Bagh protesters & Farmers against farm laws. #Joshimath is also going the same way.
Pawan Nara
@pawan_nara
·
9 Jan
जोशीमठ के छावनी बाज़ार में लोग सड़क पर बैठे 

बिना वैकल्पिक  व्यवस्था के घर ख़ाली करवाए जाने का विरोध । 
#Joshimath @pushkardhami @indiatvnews
1
1
1
249","{'neg': 0.055, 'neu': 0.945, 'pos': 0.0, 'compound': -0.431}",-0.431,neg
154,@EnggSHUKLA,2023-01-09T09:39:52.000Z,"Could every CM( BJP governed state atleast) donate some funds to help Utrakhand and CM 
@pushkardhami
 to build and replace the #Joshimath people, I know our PM 
@narendramodi
 ji already took initiative but it is our joint team work to help the people 
@myogiadityanath
 @BJP4India
53","{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.6597}",0.6597,pos
155,@AMITCHAKRAVERTT,2023-01-09T17:38:04.000Z,"Mindless development for fame …greed leading to this …greed doesn’t end !  #Joshimath
101","{'neg': 0.173, 'neu': 0.655, 'pos': 0.173, 'compound': 0.0}",0.0,pos
156,@DeccanHerald,2023-01-09T02:45:10.000Z,"PK Mishra, the principal secretary to the #PM, chaired the meeting, which suggested preparing ""a clear time-bound reconstruction plan"" and continuous seismic monitoring of the area. #Joshimath #Uttarakhand
deccanherald.com
PMO steps in to tackle Joshimath crisis
At a high-level meeting to review building damage and land subsidence in Uttarakhand's Joshimath, the Prime Minister's Office (PMO) on Sunday ordered an ""inter-disciplinary investigation of the
1
3
900","{'neg': 0.104, 'neu': 0.858, 'pos': 0.037, 'compound': -0.6908}",-0.6908,neg
157,@Kishan591,2023-01-09T07:26:35.000Z,"Sorry Sir, 
@BJP4India
 Central & State Govt have launched there biggest investigation of the decade of finding why 
@INCIndia
 MP 
@RahulGandhi
 ji is not feeling cold while walking on #BharatJodoYatra once this investigation will gets over, than will look after #Joshimath till then..
Dr Kumar Vishvas
@DrKumarVishwas
·
9 Jan
राहुल जी की ठंडरोधी टी शर्ट के महान विचार-मंथन से यदि मुक्त हो गए हों तो पार्टी-बंधक पर्यावरण-रक्षकों व सरकारानुकूल सनातन धर्मावलंबियों को तनिक इस विषय में भी विचार करना चाहिए twitter.com/news24tvchanne…
1
4
107","{'neg': 0.033, 'neu': 0.948, 'pos': 0.019, 'compound': -0.0439}",-0.0439,neg
158,@eOrganiser,2023-01-09T07:16:35.000Z,"#Joshimath Land Subsidence: Modi Government constitutes team of experts to study, give recommendations on #Joshimathcrisis
organiser.org
Joshimath Land Subsidence: Modi Govt constitutes team of experts to study, give recommendations on...
New Delhi : The Centre on January 8 constituted a team of experts from seven different organisations to study and submit its recommendations on the land
4
9
721","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
159,@ani_digital,2023-01-09T06:15:53.000Z,"Joshimath subsidence: Health checkups and medical facilities provided to affected people 

Read 
@ANI
 Story | https://aninews.in/news/national/general-news/joshimath-health-checkups-and-medical-facilities-provided-to-affected-people20230109112142/…
#Joshimath #JoshimathSubsidence #chamoli  #Uttarakhand
2
72
9,856","{'neg': 0.074, 'neu': 0.926, 'pos': 0.0, 'compound': -0.1531}",-0.1531,neg
160,@NH_India,2023-01-09T12:40:46.000Z,"The #Congress has raised concern over the Centre's delayed action on the ""brewing crisis"" in #Joshimath. Read more below:
nationalheraldindia.com
Declare Joshimath crisis as 'national disaster': Congress
The Congress has raised concern over the Centre's delayed action on the ""brewing crisis"" in Joshimath. Read more below:
1
4
11
569","{'neg': 0.272, 'neu': 0.728, 'pos': 0.0, 'compound': -0.9442}",-0.9442,neg
161,@ani_digital,2023-01-09T07:23:06.000Z,"Plea seeks court's intervention into Joshimath sinking, SC says 'mention matter on Jan 10'

Read 
@ANI
 Story | https://aninews.in/news/national/general-news/plea-seeks-courts-intervention-into-joshimath-sinking-sc-says-mention-matter-on-jan-1020230109124239/…
#JoshimathSubsidence #SupremeCourt #Joshimath #Uttarakhand
3
30
9,798","{'neg': 0.0, 'neu': 0.954, 'pos': 0.046, 'compound': 0.0258}",0.0258,pos
162,@mgbdigitalindia,2023-01-09T13:30:01.000Z,"Breaking News | अब तक की top 20 बड़ी खबरे | Latest News | Nonstop News | MGB Digital India 
#delhi #delhinnews #modi #yogiadityanath #haryana  #Joshimath #jaipur #jaipurnews #shimla
youtube.com
Breaking News | अब तक की top 20 बड़ी खबरे | Latest News | Nonstop News...
1-दिल्ली में दिन प्रतिदिन बढ़ता जा रहा ठण्ड अलगे ""48 घंटे तक""मौसम विभाग का""रेड अलर्ट जारी"" 2-कानपुर में जमा कोहरे का सितम,ठण्ड से कापते नजर आए लोग 3-बढ़ते कोहर...
88","{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.3818}",0.3818,pos
163,@scroll_in,2023-01-09T12:37:31.000Z,"More than 600 houses in #Joshimath have developed cracks due to land subsidence, which refers to the ground slowly sinking. Around 68 families have been moved to temporary shelters so far.

Read more: https://scroll.in/latest/1041508/joshimath-declared-disaster-prone-after-large-cracks-in-homes…

#Uttrakhand
1
8
1,683","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
164,@htTweets,2023-01-09T11:25:11.000Z,"#InPics | CM Pushkar Singh Dhami is meeting the officials of the National Disaster Management Authority (NDMA) at the CM camp Office pertaining to the #Joshimath issue.

(via ANI)
1
25
5,770","{'neg': 0.123, 'neu': 0.838, 'pos': 0.039, 'compound': -0.5859}",-0.5859,neg
165,@ani_digital,2023-01-09T15:54:12.000Z,"Uttarakhand: Home Ministry's team to visit Joshimath tomorrow for inspection

Read 
@ANI
 Story | https://aninews.in/news/national/general-news/uttarakhand-home-ministrys-team-to-visit-joshimath-tomorrow-for-inspection20230109205815/…
#Joshimath #JoshimathSubsidence #joshimathsinking  #Uttarakhand
13
1,629","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
166,@a_khosla,2023-01-09T14:15:36.000Z,"#joshimath town sinking is a grave example of creating ‘assets’ in an uncoordinated unthinking manner. It’s become a big issue to not be ignored. #climate impacts, geological factors& weather all have a part to play. How can we avert more such disasters ?
infra.economictimes.indiatimes.com
Experts blame Joshimath disaster to rampant infrastructure development, Infra News, ET Infra
The appearance of cracks on roads and houses across Joshimath in Uttarakhand is mainly due to the rampant infrastructure development that is happening in a very fragile ecosystem like Himalayas,...
4
4
329","{'neg': 0.151, 'neu': 0.753, 'pos': 0.096, 'compound': -0.7471}",-0.7471,neg
167,@ieexplained,2023-01-09T03:05:00.000Z,"The appearance of cracks on many roads and houses across #Joshimath, due to land subsidence, is neither a new phenomenon in this region — nor a reversible one.

Read how the alarm bells had been going off for decades. #ExpressExplained
indianexpress.com
Loose soil, tremors, choked drainage: How Joshimath alarm bells rang for years
The main problem in Joshimath has been the fact that the town has come up on relatively loose soil, deposited by landslides triggered by earthquakes.
7
696","{'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': -0.9217}",-0.9217,neg
168,@TimesNow,2023-01-09T12:20:14.000Z,"#JoshimathEmergency

#Central #Govt team report suggests 500m landslide debris under sinking #Joshimath causing subsidence.
timesnownews.com
Central govt team report suggests 500m landslide debris under sinking Joshimath causing subsidence
NTPC tunnels may be the reason of the sinking episodes in the town where four out of the nine wards have been determined to be damaged, according to government sources. Joshimath in the Garhwal...
2
15
2,894","{'neg': 0.043, 'neu': 0.921, 'pos': 0.036, 'compound': -0.128}",-0.128,neg
169,@LagatarEnglish,2023-01-09T07:11:27.000Z,"Joshimath subsidence: PM has assured all possible help, says Uttarakhand CM Dhami 
#PMModi #CMDhami #Joshimath #JoshimathIsSinking
lagatar24.com
Joshimath subsidence: PM has assured all possible help, says Uttarakhand CM Dhami
LAGATAR24 NETWORK   Dehradun, Jan 9: Uttarakhand Chief Minister Pushkar Singh Dhami on Monday said Prime Minister Narendra Modi has
2
54","{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.8555}",0.8555,pos
170,@CNNnews18,2023-01-09T09:26:59.000Z,"#LIVE | Panic in #Joshimath as natural calamity takes over #Uttarkhand; and more top stories this hour!
News18
@CNNnews18
#LIVE | Watch top stories
1
4
1,953","{'neg': 0.113, 'neu': 0.649, 'pos': 0.238, 'compound': 0.3975}",0.3975,pos
171,@AmanKayamHai_,2023-01-09T08:10:40.000Z,"Poor Drainage, Reckless Construction or NTPC Tunnel? Why #Joshimath is on Brink Of Collapse — detailed story by 
@Srish__T
 & me after speaking to experts #JoshimathIsSinking

Read here 
@CNNnews18
news18.com
Poor Drainage, Reckless Construction or NTPC Tunnel? Why Joshimath is on Brink Of Collapse
Joshimath: Why is the land of Joshimath cracking? joshimath is not sinking due to the tunnel ntpc clarified ntc, What is land subsidence? Latest Updates Joshimath at news18.com
5
6
756","{'neg': 0.226, 'neu': 0.774, 'pos': 0.0, 'compound': -0.9581}",-0.9581,neg
172,@htTweets,2023-01-09T12:53:40.000Z,"#Uttarakhand Congress demanded from the Centre that a ‘new #Joshimath town’ be built nearby and the existing town is to be protected, given its immense religious importance.
hindustantimes.com
Uttarakhand Congress demands ‘new Joshimath’, blames BJP for calamity
Demanding that the land subsidence in Joshimath be declared a national disaster, the Congress leader said that people whose houses and commercial establishments were affected should be compensated on...
3
6
2,480","{'neg': 0.161, 'neu': 0.767, 'pos': 0.071, 'compound': -0.7003}",-0.7003,neg
173,@CNNnews18,2023-01-09T10:27:42.000Z,"#Live: #Joshimath: Buildings on Danger Zones Marked with Red Cross in Joshimath; And Other Top Stories
59:58
378 viewers
News18
@CNNnews18
#LIVE | Watch top stories
1
2
1,713","{'neg': 0.113, 'neu': 0.767, 'pos': 0.12, 'compound': -0.2023}",-0.2023,neg
174,@Supriyo_connect,2023-01-09T04:49:24.000Z,"Principal Secretary to Prime Minister holds high-level review on Joshimath situation https://indiablooms.com/news-details/N/86570/principal-secretary-to-prime-minister-holds-high-level-review-on-joshimath-situation.html… #JoshimathIsSinking #Joshimath #JoshimathSubsidence
indiablooms.com
Principal Secretary to Prime Minister holds high-level review on Joshimath situation | Indiablooms...
New Delhi: Principal Secretary to the Prime Minister, Dr P K Mishra held a high-level review of building damage and land subsidence in Joshimath on Sunday when a decision was taken that a clear...
59","{'neg': 0.053, 'neu': 0.947, 'pos': 0.0, 'compound': -0.4939}",-0.4939,neg
175,@IndianExpress,2023-01-09T04:00:21.000Z,"Relief, rescue operations intensified in Joshimath; PMO reviews situation

#Joshimath #JoshimathSubsidence #JoshimathLandslide #JoshimathIsSinking 

Follow Joshimath Sinking News Live Updates here:
indianexpress.com
Joshimath News Highlights: Relief, rescue operations intensified; Prime Minister’s Office reviews...
The number of houses developing cracks in the town rises from 561 to 610. The number of families evacuated to temporary relief centres now stands at 68.
2
5
3,403","{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.9477}",0.9477,pos
176,@madhyamam_eng,2023-01-09T04:34:28.000Z,"Uttarkashi, Nainital also at risk of sinking like Joshimath, say experts #Uttarkashi #Nainital #Joshimath
english.madhyamam.com
Uttarkashi, Nainital also at risk of sinking like Joshimath, say experts
The land underneath Joshimath is moving in part because of the ‘weak foundation and enhanced toe erosion from rainfall and floods’ in the area
53","{'neg': 0.075, 'neu': 0.836, 'pos': 0.089, 'compound': 0.2023}",0.2023,pos
177,@DailyO_,2023-01-09T08:05:09.000Z,"#Joshimath residents have preferred staying outdoors, battling severe winter after over 600 buildings developed cracks. The latest:
dailyo.in
Joshimath is sinking and people are out of homes in chilling winter: Latest updates
Relief and rescue efforts have been intensified in Uttarakhand's Joshimath after it was declared a landslide and subsidence-hit zone. Prime Minister's Office said that the immediate priority is to...
1
199","{'neg': 0.085, 'neu': 0.821, 'pos': 0.094, 'compound': 0.3818}",0.3818,pos
178,@moneycontrolcom,2023-01-09T04:24:27.000Z,"#MCExplains | Why is Joshimath sinking? And what does it mean for the environmentally fragile region?

Know more from 
@randomcards
 
https://moneycontrol.com/news/environment/explainer-why-joshimath-is-sinking-and-its-larger-environmental-repercussions-9826021.html…

#Joshimath #Uttarakhand #JoshimathCrisis #JoshimathIsSinking
moneycontrol.com
Explainer: Why Joshimath is sinking, and its larger environmental repercussions
Rampant and haphazard development in the region around the hill town has had a devastating impact on its ecology, making the area unstable.
2
3
2,855","{'neg': 0.113, 'neu': 0.887, 'pos': 0.0, 'compound': -0.7998}",-0.7998,neg
179,@IndiaToday,2023-01-09T15:29:26.000Z,"Why is #Joshimath on the brink of collapse? What can be done to save the sinking town? Confrontation between TN Govt. & Guv. has only intensified, What next? Why is it Brazil's parliament found itself under siege? #NewsToday 
@sardesairajdeep
 #ITLiveStream
IndiaToday
@IndiaToday
•Why is #Joshimath on the brink of collapse? What can be done to save the sinking town? •Confrontation between TN Govt. & Guv. has only intensified, What next? •Why is it Brazil's parliament found itself under siege? #NewsToday @sardesairajdeep #ITLiveStr
1
2
6
3,248","{'neg': 0.105, 'neu': 0.826, 'pos': 0.07, 'compound': -0.504}",-0.504,neg
180,@Purecreative,2023-01-09T05:58:00.000Z,"Joshimath dilapidated houses will be divided into 3 zones.

#BreakingNews #LatestNews #SaveJoshimath #Joshimath #Joshimathcrisis #JoshimathIsSinking 

For complete news please click on below link:-
purecreative.xyz
Joshimath dilapidated houses will be divided into 3 zones
Joshimath dilapidated houses will be divided into 3 zones To save the Joshimath in Uttarakhand, the state government has started work on the...
1
1
71","{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.6705}",0.6705,pos
181,@CNNnews18,2023-01-09T06:49:59.000Z,"#LIVE | #AAP vs #BJP protests in Delhi, #ColdWave in North India, #Joshimath sinking and more top stories
News18
@CNNnews18
#LIVE | Watch top stories
5
1,498","{'neg': 0.07, 'neu': 0.775, 'pos': 0.155, 'compound': 0.3151}",0.3151,pos
182,@eNewsBharati,2023-01-09T05:02:37.000Z,"PMO monitoring the Joshimath sinking situation closely
#Joshimath #JoshimathIsSinking 
@PMOIndia
newsbharati.com
PMO monitoring the Joshimath sinking situation closely
Central agencies and experts are helping Uttarakhand prepare plans to deal with a sinking Joshimath and the immediate priority is to ensure the safety of the people, the Prime Minister's Office said...
1
74","{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.765}",0.765,pos
183,@IndicIdeas,2023-01-10T06:39:46.000Z,"Supreme Court declines urgent hearing on #Joshimath .

The plea was filed by Swami Avimukteshwaranand Saraswati. 

#JoshimathIsSinking 
#IndicIdeas
10
65
101
8,092","{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.6597}",0.6597,pos
184,@centristop,2023-01-10T04:24:29.000Z,"Today I was discussing the topic of #Joshimath with my friends, half did not know about the topic, and half were not interested.
#HinduYouths
3
10
31
483","{'neg': 0.077, 'neu': 0.817, 'pos': 0.106, 'compound': 0.2124}",0.2124,pos
185,@neelufisherman,2023-01-10T16:09:28.000Z,"Good night Tweets spare a thought for the people of #Joshimath...Tomorrow maybe we in their place..Gods ways are mysterious. .
2
4
30
730","{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.4404}",0.4404,pos
186,@neelufisherman,2023-01-10T14:12:43.000Z,"#Joshimath As per news on Youtube demolition has begun on many buildings .. God help those destitutes lifelong ..ancestors land gone..
3
10
27
630","{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.5859}",0.5859,pos
187,@eOrganiser,2023-01-10T06:52:17.000Z,"Supreme Court declines urgent hearing on #Joshimath subsidence.
4
13
48
2,248","{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6597}",0.6597,pos
188,@cfa_ind,2023-01-10T06:33:22.000Z,"Joshimath Sinking: A Himalayan Blunder?
#Joshimath sinking has exposed cracks in our development model. Beyond rehabilitation & emergency measures, we need robust & effective Environmental & Social Safeguards for Development finance.
A thread
https://heyzine.com/flip-book/9b057028af.html…
1
31
42
8,385","{'neg': 0.101, 'neu': 0.696, 'pos': 0.204, 'compound': 0.6124}",0.6124,pos
189,@HateDetectors,2023-01-10T17:11:46.000Z,"Two sisters in Joshimath return to their maternal house hearing their childhood house will be demolished.
#Uttarakhand #Joshimath #JoshimathIsSinking #JoshimathSubsidence
10
27
1,527","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
190,@TheSummerNews2,2023-01-10T12:30:00.000Z,"As of now, 678 buildings have been marked unsafe in Joshimath area. Many have been vacated and the process of evacuation and demolition is still underway.
#thesummernews #Joshimath #Joshimathcrisis
4
3
366","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
191,@TheNewIndian_in,2023-01-10T13:29:30.000Z,"#Watch: Yoga Guru Baba Ramdev extends his support to people affected in #Joshimath 

Reports 
@VipinNagi1
6
28
1,308","{'neg': 0.081, 'neu': 0.707, 'pos': 0.212, 'compound': 0.3818}",0.3818,pos
